Country,Date,Sum_Confirmed,sum_Recovered,sum_Deaths,sum_Active,Median_CaseFatalityRatio,Median_IncidenceRate,Lat,Lon
Brazil,2020-11-16 00:00:00,5863093,5279452,165798,417843,2.31258932051449,3448.02441535571,-3.4168,-65.8561
Brazil,2020-11-17 00:00:00,5876464,5335498,166014,374952,2.30728328351345,3463.50426454913,-3.4168,-65.8561
Brazil,2020-11-18 00:00:00,5911758,5358299,166699,386760,2.30082417582418,3478.63569269961,-3.4168,-65.8561
Brazil,2020-11-19 00:00:00,5945849,5383385,167455,395009,2.29632004559866,3493.04539154686,-3.4168,-65.8561
Brazil,2020-11-20 00:00:00,5981767,5406066,168061,407640,2.29249124001646,3508.64967682704,-3.4168,-65.8561
Brazil,2020-11-21 00:00:00,6020164,5430896,168613,420655,2.28506867210394,3524.40328541134,-3.4168,-65.8561
Brazil,2020-11-22 00:00:00,6052786,5437189,168989,446608,2.28025164306049,3540.57997669063,-3.4168,-65.8561
Brazil,2020-11-23 00:00:00,6071401,5457973,169183,444245,2.28483606557377,3545.35832242236,-3.4168,-65.8561
Brazil,2020-11-24 00:00:00,6087608,5481184,169485,436939,2.28350211799029,3548.61854789557,-3.4168,-65.8561
Brazil,2020-11-25 00:00:00,6118708,5509645,170115,438948,2.28110431235431,3556.33358527493,-3.4168,-65.8561
Brazil,2020-11-26 00:00:00,6166606,5534010,170769,461827,2.27552832225046,3574.17772011686,-3.4168,-65.8561
Brazil,2020-11-27 00:00:00,6204220,5556887,171460,475873,2.26904376012966,3593.16666695702,-3.4168,-65.8561
Brazil,2020-11-28 00:00:00,6238350,5581436,171974,484940,2.26480275509876,3602.20072685607,-3.4168,-65.8561
Brazil,2020-11-29 00:00:00,6290272,5581436,172561,536275,2.26398104773441,3611.38411005924,-3.4168,-65.8561
Brazil,2020-11-30 00:00:00,6314740,5581436,172833,560471,2.25058090605466,3613.92260622922,-3.4168,-65.8561
Brazil,2020-12-01 00:00:00,6335878,5597802,173120,564956,2.24994864934613,3614.94298214068,-3.4168,-65.8561
Brazil,2020-12-02 00:00:00,6386787,5712305,173817,500665,2.23933513383873,3628.40696672853,-3.4168,-65.8561
Brazil,2020-12-03 00:00:00,6436650,5759294,174515,502841,2.23088987947829,3646.67418426545,-3.4168,-65.8561
Brazil,2020-12-04 00:00:00,6487084,5792539,175270,519275,2.22631942843973,3678.89582747088,-3.4168,-65.8561
Brazil,2020-12-05 00:00:00,6533968,5825745,175964,532259,2.22279260780287,3721.9690923236,-3.4168,-65.8561
Brazil,2020-12-06 00:00:00,6577177,5864838,176628,535711,2.2228489385704,3768.53283895637,-3.4168,-65.8561
Brazil,2020-12-07 00:00:00,6603540,5866657,176941,559942,2.22414729913987,3786.38107568732,-3.4168,-65.8561
Brazil,2020-12-08 00:00:00,6623911,5897526,177317,549068,2.22517044785141,3787.20871569702,-3.4168,-65.8561
Brazil,2020-12-09 00:00:00,6674999,5965492,178159,531348,2.2235401786399,3858.78158436207,-3.4168,-65.8561
Brazil,2020-12-10 00:00:00,6728452,5966118,178995,583339,2.22241500729748,3906.06501795979,-3.4168,-65.8561
Brazil,2020-12-11 00:00:00,6781799,6043219,179765,558815,2.22045753031367,3950.54167239417,-3.4168,-65.8561
Brazil,2020-12-12 00:00:00,6836227,6078287,180437,577503,2.21897098268715,4006.3174121784,-3.4168,-65.8561
Brazil,2020-12-13 00:00:00,6880127,6078287,181123,620717,2.2207445458514,4061.76929282839,-3.4168,-65.8561
Brazil,2020-12-14 00:00:00,6901952,6138349,181402,582201,2.22271841506983,4076.954687789,-3.4168,-65.8561
Brazil,2020-12-15 00:00:00,6927145,6158049,181835,587261,2.22338252216539,4101.53199764231,-3.4168,-65.8561
Brazil,2020-12-16 00:00:00,6970034,6206483,182799,580752,2.22223346350742,4124.92182400343,-3.4168,-65.8561
Brazil,2020-12-17 00:00:00,7040608,6239192,183735,617681,2.21873357678988,4147.8638664535,-3.4168,-65.8561
Brazil,2020-12-18 00:00:00,7110434,6301547,184827,624060,2.22065491183879,4167.84414890871,-3.4168,-65.8561
Brazil,2020-12-19 00:00:00,7162978,6322955,185650,654373,2.21933887539415,4186.2968868337,-3.4168,-65.8561
Brazil,2020-12-20 00:00:00,7213155,6388938,186356,637861,2.21797635583154,4204.01640338418,-3.4168,-65.8561
Brazil,2020-12-21 00:00:00,7238600,6408517,186764,643319,2.2188994418617,4214.31205351783,-3.4168,-65.8561
Brazil,2020-12-22 00:00:00,7263619,6469310,187291,607018,2.21362033821782,4220.66663876352,-3.4168,-65.8561
Brazil,2020-12-23 00:00:00,7318821,6501341,188259,629221,2.21286540415827,4233.92572528578,-3.4168,-65.8561
Brazil,2020-12-24 00:00:00,7365517,6512717,189220,663580,2.21184977002458,4251.70634361748,-3.4168,-65.8561
Brazil,2020-12-25 00:00:00,7423945,6512717,189982,721246,2.20907930360348,4268.35657899681,-3.4168,-65.8561
Brazil,2020-12-26 00:00:00,7448560,6512717,190488,745355,2.21209508560168,4274.92502047673,-3.4168,-65.8561
Brazil,2020-12-27 00:00:00,7465806,6654189,190795,620822,2.20959247610464,4284.60965279829,-3.4168,-65.8561
Brazil,2020-12-28 00:00:00,7484285,6677235,191139,615911,2.21412363336313,4292.27792633997,-3.4168,-65.8561
Brazil,2020-12-29 00:00:00,7504833,6712757,191570,600506,2.21191709647046,4300.00730166285,-3.4168,-65.8561
Brazil,2020-12-30 00:00:00,7563551,6754111,192681,616759,2.19294519241843,4315.55770498044,-3.4168,-65.8561
Brazil,2020-12-31 00:00:00,7619200,6814092,193875,611233,2.19832700300722,4336.72947216921,-3.4168,-65.8561
Brazil,2021-01-01 00:00:00,7675973,6848844,194949,632180,2.19226426528203,4358.7566642949,-3.4168,-65.8561
Brazil,2021-02-19 00:00:00,10030626,8960755,243457,826414,1.98834550134438,5287.70573476881,-3.4168,-65.8561
Brazil,2021-02-20 00:00:00,10084208,8988618,244737,848293,1.98439630839491,5319.47076589496,-3.4168,-65.8561
Brazil,2021-02-21 00:00:00,10139148,9070505,245977,822666,1.97931577101364,5353.21236558787,-3.4168,-65.8561
Brazil,2021-02-22 00:00:00,10168174,9095692,246504,825978,1.97592364590189,5379.2925756149,-3.4168,-65.8561
Brazil,2021-02-23 00:00:00,10195160,9108205,247143,839812,1.97545889113333,5397.65017482574,-3.4168,-65.8561
Brazil,2021-02-24 00:00:00,10257875,9189903,248529,819443,1.974048048292,5452.53056312876,-3.4168,-65.8561
Brazil,2021-02-25 00:00:00,10324463,9214337,249957,860169,1.97085853795077,5491.59840289761,-3.4168,-65.8561
Brazil,2021-02-26 00:00:00,10390461,9264696,251498,874267,1.97014740493001,5540.97763355241,-3.4168,-65.8561
Brazil,2021-02-27 00:00:00,10455630,9309568,252835,893227,1.9705482178062,5580.71016009593,-3.4168,-65.8561
Brazil,2021-02-28 00:00:00,10517232,9371448,254221,891563,1.96685014914358,5626.60853106234,-3.4168,-65.8561
Brazil,2021-03-01 00:00:00,10551259,9382316,254942,914001,1.96340454225028,5639.68417666023,-3.4168,-65.8561
Brazil,2021-03-02 00:00:00,10587001,9437611,255720,893670,1.96284430707962,5657.54134197234,-3.4168,-65.8561
Brazil,2021-03-03 00:00:00,10646926,9506251,257361,883314,1.96566105513105,5710.33095112092,-3.4168,-65.8561
Brazil,2021-03-04 00:00:00,10718630,9548315,259271,911044,1.96454952782252,5779.16135892021,-3.4168,-65.8561
Brazil,2021-03-05 00:00:00,10793732,9605870,260970,926892,1.96150038632413,5829.20680915627,-3.4168,-65.8561
Brazil,2021-03-06 00:00:00,10869227,9647550,262770,958907,1.96060756298733,5878.7959408978,-3.4168,-65.8561
Brazil,2021-03-07 00:00:00,10938836,9686024,264325,988487,1.96227718844771,5953.9930052212,-3.4168,-65.8561
Brazil,2021-03-08 00:00:00,11019344,9739464,265411,1014469,1.96303231805964,6054.59725334064,-3.4168,-65.8561
Brazil,2021-03-09 00:00:00,11051665,9826292,266398,958975,1.98808914824148,6077.08952936648,-3.4168,-65.8561
Brazil,2021-03-10 00:00:00,11122429,9878566,268370,975493,1.99393042562263,6180.85811504883,-3.4168,-65.8561
Brazil,2021-03-11 00:00:00,11202305,9921994,270656,1009655,2.00986321764213,6272.29506209723,-3.4168,-65.8561
Brazil,2021-03-12 00:00:00,11277717,9983656,272889,1021172,2.01329091378103,6332.47662284321,-3.4168,-65.8561
Brazil,NaT,44850,515,1764,42571,NaN,NaN,-3.4168,-65.8561
Belgium,2020-03-23 00:00:00,3743,401,88,3254,NaN,NaN,50.8333,4.469936
Belgium,2020-03-24 00:00:00,4269,461,122,3686,NaN,NaN,50.8333,4.469936
Belgium,2020-03-25 00:00:00,4937,547,178,4212,NaN,NaN,50.8333,4.469936
Belgium,2020-03-26 00:00:00,6235,675,220,5340,NaN,NaN,50.8333,4.469936
Belgium,2020-03-27 00:00:00,7284,858,289,6137,NaN,NaN,50.8333,4.469936
Belgium,2020-03-31 00:00:00,12775,1696,705,10374,NaN,NaN,50.8333,4.469936
Belgium,2020-04-01 00:00:00,13964,2132,828,11004,NaN,NaN,50.8333,4.469936
Belgium,2020-04-03 00:00:00,16770,2872,1143,12755,NaN,NaN,50.8333,4.469936
Belgium,2020-04-05 00:00:00,19691,3751,1447,14493,NaN,NaN,50.8333,4.469936
Belgium,2020-04-07 00:00:00,22194,4157,2035,16002,NaN,NaN,50.8333,4.469936
Belgium,2020-04-08 00:00:00,23403,4681,2240,16482,NaN,NaN,50.8333,4.469936
Belgium,2020-04-09 00:00:00,24983,5164,2523,17296,NaN,NaN,50.8333,4.469936
Belgium,2020-04-10 00:00:00,26667,5568,3019,18080,NaN,NaN,50.8333,4.469936
Belgium,2020-04-11 00:00:00,28018,5986,3346,18686,NaN,NaN,50.8333,4.469936
Belgium,2020-04-12 00:00:00,29647,6463,3600,19584,NaN,NaN,50.8333,4.469936
Belgium,2020-04-13 00:00:00,30589,6707,3903,19979,NaN,NaN,50.8333,4.469936
Belgium,2020-04-14 00:00:00,31119,6868,4157,20094,NaN,NaN,50.8333,4.469936
Belgium,2020-04-15 00:00:00,33573,7107,4440,22026,NaN,NaN,50.8333,4.469936
Belgium,2020-04-16 00:00:00,34809,7562,4857,22390,NaN,NaN,50.8333,4.469936
Belgium,2020-04-17 00:00:00,36138,7961,5163,23014,NaN,NaN,50.8333,4.469936
Belgium,2020-04-18 00:00:00,37183,8348,5453,23382,NaN,NaN,50.8333,4.469936
Belgium,2020-04-19 00:00:00,38496,8757,5683,24056,NaN,NaN,50.8333,4.469936
Belgium,2020-04-20 00:00:00,39983,8895,5828,25260,NaN,NaN,50.8333,4.469936
Belgium,2020-04-21 00:00:00,40956,9002,5998,25956,NaN,NaN,50.8333,4.469936
Belgium,2020-04-22 00:00:00,41889,9433,6262,26194,NaN,NaN,50.8333,4.469936
Belgium,2020-04-24 00:00:00,42797,9800,6490,26507,NaN,NaN,50.8333,4.469936
Belgium,2020-04-25 00:00:00,44293,10122,6679,27492,NaN,NaN,50.8333,4.469936
Belgium,2020-04-26 00:00:00,45325,10417,6917,27991,NaN,NaN,50.8333,4.469936
Belgium,2020-04-27 00:00:00,46134,10785,7094,28255,NaN,NaN,50.8333,4.469936
Belgium,2020-04-28 00:00:00,46687,10878,7207,28602,NaN,NaN,50.8333,4.469936
Belgium,2020-04-29 00:00:00,47334,10943,7331,29060,NaN,NaN,50.8333,4.469936
Belgium,2020-04-30 00:00:00,47859,11283,7501,29075,NaN,NaN,50.8333,4.469936
Belgium,2020-05-01 00:00:00,48519,11576,7594,29349,NaN,NaN,50.8333,4.469936
Belgium,2020-05-02 00:00:00,49032,11892,7703,29437,NaN,NaN,50.8333,4.469936
Belgium,2020-05-03 00:00:00,49517,12211,7765,29541,NaN,NaN,50.8333,4.469936
Belgium,2020-05-04 00:00:00,49906,12309,7844,29753,NaN,NaN,50.8333,4.469936
Belgium,2020-05-05 00:00:00,50267,12378,7924,29965,NaN,NaN,50.8333,4.469936
Belgium,2020-05-06 00:00:00,50509,12441,8016,30052,NaN,NaN,50.8333,4.469936
Belgium,2020-05-07 00:00:00,50781,12731,8339,29711,NaN,NaN,50.8333,4.469936
Belgium,2020-05-08 00:00:00,51420,12980,8415,30025,NaN,NaN,50.8333,4.469936
Belgium,2020-05-09 00:00:00,52011,13201,8521,30289,NaN,NaN,50.8333,4.469936
Belgium,2020-05-10 00:00:00,52596,13411,8581,30604,NaN,NaN,50.8333,4.469936
Belgium,2020-05-11 00:00:00,53081,13642,8656,30783,NaN,NaN,50.8333,4.469936
Belgium,2020-05-12 00:00:00,53449,13697,8707,31045,NaN,NaN,50.8333,4.469936
Belgium,2020-05-13 00:00:00,53779,13732,8761,31286,NaN,NaN,50.8333,4.469936
Belgium,2020-05-14 00:00:00,53981,13937,8843,31201,NaN,NaN,50.8333,4.469936
Belgium,2020-05-15 00:00:00,54288,14111,8903,31274,NaN,NaN,50.8333,4.469936
Belgium,2020-05-16 00:00:00,54644,14301,8959,31384,NaN,NaN,50.8333,4.469936
Belgium,2020-05-17 00:00:00,54989,14460,9005,31524,NaN,NaN,50.8333,4.469936
Belgium,2020-05-18 00:00:00,55280,14630,9052,31598,NaN,NaN,50.8333,4.469936
Belgium,2020-05-19 00:00:00,55559,14657,9080,31822,NaN,NaN,50.8333,4.469936
Belgium,2020-05-20 00:00:00,55791,14687,9108,31996,NaN,NaN,50.8333,4.469936
Belgium,2020-05-21 00:00:00,55983,14847,9150,31986,NaN,NaN,50.8333,4.469936
Belgium,2020-05-22 00:00:00,56235,14988,9186,32061,NaN,NaN,50.8333,4.469936
Belgium,2020-05-23 00:00:00,56511,15123,9212,32176,NaN,NaN,50.8333,4.469936
Belgium,2020-05-24 00:00:00,56810,15155,9237,32418,NaN,NaN,50.8333,4.469936
Belgium,2020-05-25 00:00:00,57092,15272,9280,32540,NaN,NaN,50.8333,4.469936
Belgium,2020-05-26 00:00:00,57342,15297,9312,32733,NaN,NaN,50.8333,4.469936
Belgium,2020-05-27 00:00:00,57455,15320,9334,32801,NaN,NaN,50.8333,4.469936
Belgium,2020-05-28 00:00:00,57592,15465,9364,32763,NaN,NaN,50.8333,4.469936
Belgium,2020-05-29 00:00:00,57849,15572,9388,32889,NaN,NaN,50.8333,4.469936
Belgium,2020-05-30 00:00:00,58061,15682,9430,32949,16.2415390709771,500.974320460661,50.8333,4.469936
Belgium,2020-05-31 00:00:00,58186,15769,9453,32964,16.246176056096,502.052872157283,50.8333,4.469936
Belgium,2020-06-01 00:00:00,58381,15887,9467,33027,16.2158921566948,503.735412804014,50.8333,4.469936
Belgium,2020-06-02 00:00:00,58517,15919,9486,33112,16.2106738212827,504.908877049938,50.8333,4.469936
Belgium,2020-06-03 00:00:00,58615,15934,9505,33176,16.2159856691973,505.75446158009,50.8333,4.469936
Belgium,2020-06-04 00:00:00,58685,15959,9522,33204,16.225611314646,506.358450530199,50.8333,4.469936
Belgium,2020-06-05 00:00:00,58767,16048,9548,33171,16.2472135722429,507.065980443183,50.8333,4.469936
Belgium,2020-06-06 00:00:00,58907,16112,9566,33229,16.2391566367325,508.2739583434,50.8333,4.469936
Belgium,2020-06-07 00:00:00,59072,16190,9580,33302,16.217497291441,509.697646582941,50.8333,4.469936
Belgium,2020-06-08 00:00:00,59226,16291,9595,33340,16.2006551176848,511.02642227318,50.8333,4.469936
Belgium,2020-06-09 00:00:00,59348,16315,9606,33427,16.1858866347644,512.079088729083,50.8333,4.469936
Belgium,2020-06-10 00:00:00,59437,16324,9619,33494,16.1835220485556,512.847017537078,50.8333,4.469936
Belgium,2020-06-11 00:00:00,59569,16392,9629,33548,16.1644479511155,513.985968128711,50.8333,4.469936
Belgium,2020-06-12 00:00:00,59711,16453,9636,33622,16.1377300664869,515.211202856074,50.8333,4.469936
Belgium,2020-06-13 00:00:00,59819,16498,9646,33675,16.1253113559237,516.143071521956,50.8333,4.469936
Belgium,2020-06-14 00:00:00,59918,16547,9650,33721,16.1053439700925,516.99728446568,50.8333,4.469936
Belgium,2020-06-15 00:00:00,60029,16589,9655,33785,16.0838927851538,517.955038372281,50.8333,4.469936
Belgium,2020-06-16 00:00:00,60100,16610,9661,33829,16.0748752079867,518.567655735962,50.8333,4.469936
Belgium,2020-06-17 00:00:00,60155,16625,9663,33867,16.0635026182362,519.042218482476,50.8333,4.469936
Belgium,2020-06-18 00:00:00,60244,16684,9675,33885,16.0596905915942,519.810147290471,50.8333,4.469936
Belgium,2020-06-19 00:00:00,60348,16724,9683,33941,16.0452707629085,520.707502302061,50.8333,4.469936
Belgium,2020-06-20 00:00:00,60476,16751,9695,34030,16.0311528540247,521.811939239402,50.8333,4.469936
Belgium,2020-06-21 00:00:00,60550,16771,9696,34083,16.0132122213047,522.450441843802,50.8333,4.469936
Belgium,2020-06-22 00:00:00,60550,16771,9696,34083,16.0132122213047,522.450441843802,50.8333,4.469936
Belgium,2020-06-23 00:00:00,60550,16771,9696,34083,16.0132122213047,522.450441843802,50.8333,4.469936
Belgium,2020-06-24 00:00:00,60810,16771,9713,34326,15.972701858247,524.693829372776,50.8333,4.469936
Belgium,2020-06-25 00:00:00,60898,16771,9722,34405,15.9643994876679,525.453129767198,50.8333,4.469936
Belgium,2020-06-26 00:00:00,61007,16890,9726,34391,15.9424328355762,526.393626846653,50.8333,4.469936
Belgium,2020-06-27 00:00:00,61106,16918,9731,34457,15.9247864366838,527.247839790378,50.8333,4.469936
Belgium,2020-06-28 00:00:00,61209,16941,9732,34536,15.8996226045189,528.136566388395,50.8333,4.469936
Belgium,2020-06-29 00:00:00,61295,16941,9732,34622,15.8773146259891,528.878609955671,50.8333,4.469936
Belgium,2020-06-30 00:00:00,61361,16941,9732,34688,15.86023696,529.448085251487,50.8333,4.469936
Belgium,2020-07-01 00:00:00,61427,16984,9747,34696,15.8676152180637,530.017560547304,50.8333,4.469936
Belgium,2020-07-02 00:00:00,61509,17021,9754,34734,15.8578419418297,530.725090460288,50.8333,4.469936
Belgium,2020-07-03 00:00:00,61598,17044,9761,34793,15.8462937108348,531.493019268283,50.8333,4.469936
Belgium,2020-07-04 00:00:00,61727,17073,9765,34889,15.81965752426,532.606084619197,50.8333,4.469936
Belgium,2020-07-05 00:00:00,61838,17091,9771,34976,15.8009638086613,533.563838525798,50.8333,4.469936
Belgium,2020-07-06 00:00:00,62016,17091,9771,35154,15.7556114551084,535.099696141788,50.8333,4.469936
Belgium,2020-07-07 00:00:00,62058,17091,9774,35193,15.7497824615682,535.462089511853,50.8333,4.469936
Belgium,2020-07-08 00:00:00,62058,17122,9774,35162,15.7497824615682,535.462089511853,50.8333,4.469936
Belgium,2020-07-09 00:00:00,62123,17138,9776,35209,15.7365227049563,536.022936394096,50.8333,4.469936
Belgium,2020-07-10 00:00:00,62210,17159,9778,35273,15.7177302684456,536.773608374945,50.8333,4.469936
Belgium,2020-07-11 00:00:00,62357,17179,9781,35397,15.6854883974534,538.041985170173,50.8333,4.469936
Belgium,2020-07-12 00:00:00,62469,17196,9782,35491,15.6589668475564,539.008367490347,50.8333,4.469936
Belgium,2020-07-13 00:00:00,62707,17196,9782,35729,15.5995343422584,541.061929920715,50.8333,4.469936
Belgium,2020-07-14 00:00:00,62707,17196,9782,35729,15.5995343422584,541.061929920715,50.8333,4.469936
Belgium,2020-07-15 00:00:00,62781,17223,9787,35771,15.5891113553464,541.700432525116,50.8333,4.469936
Belgium,2020-07-16 00:00:00,62872,17242,9788,35842,15.5681384400051,542.485618160257,50.8333,4.469936
Belgium,2020-07-17 00:00:00,63238,17253,9795,36190,15.489104652266,545.643617527966,50.8333,4.469936
Belgium,2020-07-18 00:00:00,63499,17289,9800,36410,15.4333139104553,547.895633470514,50.8333,4.469936
Belgium,2020-07-19 00:00:00,63706,17289,9800,36617,15.3831664207453,549.68171508012,50.8333,4.469936
Belgium,2020-07-20 00:00:00,63706,17289,9800,36617,15.3831664207453,549.68171508012,50.8333,4.469936
Belgium,2020-07-21 00:00:00,64094,17321,9805,36968,15.2978437919306,553.029539546435,50.8333,4.469936
Belgium,2020-07-22 00:00:00,64258,17330,9805,37123,15.258800460643,554.444599372404,50.8333,4.469936
Belgium,2020-07-23 00:00:00,64627,17347,9808,37472,15.1763194949479,557.628483980832,50.8333,4.469936
Belgium,2020-07-24 00:00:00,64847,17369,9812,37666,15.1310006630993,559.526734966888,50.8333,4.469936
Belgium,2020-07-25 00:00:00,65199,17394,9817,37988,15.0569794015246,562.563936544576,50.8333,4.469936
Belgium,2020-07-26 00:00:00,65727,17425,9821,38481,14.9421090267318,567.119738911108,50.8333,4.469936
Belgium,2020-07-27 00:00:00,66026,17438,9821,38767,14.8744434010844,569.699634569428,50.8333,4.469936
Belgium,2020-07-28 00:00:00,66428,17452,9822,39154,14.7859336424399,573.168256825765,50.8333,4.469936
Belgium,2020-07-29 00:00:00,66662,17476,9833,39353,14.7505325372776,575.187305601842,50.8333,4.469936
Belgium,2020-07-30 00:00:00,67335,17491,9836,40008,14.6075592188312,580.994227936456,50.8333,4.469936
Belgium,2020-07-31 00:00:00,68006,17513,9840,40653,14.4693115313355,586.783893443924,50.8333,4.469936
Belgium,2020-08-01 00:00:00,68751,17546,9841,41364,14.3139736149292,593.212061555793,50.8333,4.469936
Belgium,2020-08-02 00:00:00,69402,17573,9845,41984,14.1854701593614,598.829158791801,50.8333,4.469936
Belgium,2020-08-03 00:00:00,69849,17590,9845,42414,14.094689974087,602.686059658922,50.8333,4.469936
Belgium,2020-08-04 00:00:00,70314,17598,9850,42866,14.0085900389681,606.698271970357,50.8333,4.469936
Belgium,2020-08-05 00:00:00,70648,17639,9852,43157,13.9451930698675,609.580162103731,50.8333,4.469936
Belgium,2020-08-06 00:00:00,71158,17661,9859,43638,13.8550830546109,613.98065302595,50.8333,4.469936
Belgium,2020-08-07 00:00:00,72016,17700,9861,44455,13.692790491002,621.383831871565,50.8333,4.469936
Belgium,2020-08-08 00:00:00,72784,17728,9866,45190,13.5551769619697,628.010453495612,50.8333,4.469936
Belgium,2020-08-09 00:00:00,73401,17766,9870,45765,13.4466832876936,633.334184670139,50.8333,4.469936
Belgium,2020-08-10 00:00:00,74152,17780,9872,46500,13.3131945193656,639.814123263445,50.8333,4.469936
Belgium,2020-08-11 00:00:00,74620,17792,9879,46949,13.2390779951756,643.852220815599,50.8333,4.469936
Belgium,2020-08-12 00:00:00,75008,17841,9885,47282,13.1785942832764,647.200045281914,50.8333,4.469936
Belgium,2020-08-13 00:00:00,75647,17883,9900,47864,13.0871019339828,652.713601555047,50.8333,4.469936
Belgium,2020-08-14 00:00:00,76191,17913,9916,48362,13.0146605242089,657.407458538747,50.8333,4.469936
Belgium,2020-08-15 00:00:00,77113,17941,9924,49248,12.8694253887153,665.362855853033,50.8333,4.469936
Belgium,2020-08-16 00:00:00,77869,17981,9935,49953,12.7586074047439,671.885936514204,50.8333,4.469936
Belgium,2020-08-17 00:00:00,78323,17994,9939,50390,12.6897590746013,675.803236276336,50.8333,4.469936
Belgium,2020-08-18 00:00:00,78534,18003,9944,50587,12.6620317314794,677.623831540234,50.8333,4.469936
Belgium,2020-08-19 00:00:00,78897,18048,9959,50890,12.62278667,680.7559457,50.8333,4.469936
Belgium,2020-08-20 00:00:00,79479,18078,9969,51432,12.5429358698524,685.777682366698,50.8333,4.469936
Belgium,2020-08-21 00:00:00,80178,18131,9976,52071,12.4423158472399,691.808943454209,50.8333,4.469936
Belgium,2020-08-22 00:00:00,80894,18165,9985,52744,12.3433134719509,697.986887572462,50.8333,4.469936
Belgium,2020-08-23 00:00:00,81468,18204,9988,53276,12.260028477439,702.939596963351,50.8333,4.469936
Belgium,2020-08-24 00:00:00,81936,18225,9992,53719,12.1948838117555,706.977694515504,50.8333,4.469936
Belgium,2020-08-25 00:00:00,82092,18242,9996,53854,12.1765823709984,708.323727032889,50.8333,4.469936
Belgium,2020-08-26 00:00:00,82447,18291,9996,54160,12.1241524858394,711.386813851296,50.8333,4.469936
Belgium,2020-08-27 00:00:00,83030,18331,9879,54820,11.8981091171866,716.417178964342,50.8333,4.469936
Belgium,2020-08-28 00:00:00,83500,18360,9884,55256,11.837125748503,720.472533343641,50.8333,4.469936
Belgium,2020-08-29 00:00:00,83952,18360,9886,55706,11.7757766342672,724.372576278627,50.8333,4.469936
Belgium,2020-08-30 00:00:00,84599,18403,9891,56305,11.6916275606095,729.955159860344,50.8333,4.469936
Belgium,2020-08-31 00:00:00,85042,18415,9894,56733,11.6342513111169,733.777547073173,50.8333,4.469936
Belgium,2020-09-01 00:00:00,85236,18422,9895,56919,11.6089445774086,735.451459306331,50.8333,4.469936
Belgium,2020-09-02 00:00:00,85487,18457,9897,57133,11.5771988723432,737.617191113148,50.8333,4.469936
Belgium,2020-09-03 00:00:00,85911,18490,9898,57523,11.5212254542492,741.275638468091,50.8333,4.469936
Belgium,2020-09-04 00:00:00,86544,18513,9899,58132,11.4381124052505,746.737424259786,50.8333,4.469936
Belgium,2020-09-05 00:00:00,87174,18534,9901,58739,11.3577442815518,752.173324810762,50.8333,4.469936
Belgium,2020-09-06 00:00:00,87825,18555,9906,59364,11.2792485055508,757.79042204677,50.8333,4.469936
Belgium,2020-09-07 00:00:00,88367,18565,9907,59895,11.2111987506648,762.467022203324,50.8333,4.469936
Belgium,2020-09-08 00:00:00,88769,18576,9909,60284,11.1626806655477,765.935644459661,50.8333,4.469936
Belgium,2020-09-09 00:00:00,89141,18602,9912,60627,11.119462424698,769.145414308809,50.8333,4.469936
Belgium,2020-09-10 00:00:00,89691,18635,9917,61139,11.0568507431069,773.891041773947,50.8333,4.469936
Belgium,2020-09-11 00:00:00,90568,18659,9917,61992,10.9497835880223,781.458160477448,50.8333,4.469936
Belgium,2020-09-12 00:00:00,91537,18689,9919,62929,10.8360553655899,789.819093229664,50.8333,4.469936
Belgium,2020-09-13 00:00:00,92478,18709,9923,63846,10.730119596012,797.938430401836,50.8333,4.469936
Belgium,2020-09-14 00:00:00,93455,18723,9925,64807,10.62008453,806.3683905,50.8333,4.469936
Belgium,2020-09-15 00:00:00,94306,18737,9927,65642,10.5263715988378,813.711170413239,50.8333,4.469936
Belgium,2020-09-16 00:00:00,94795,18789,9930,66076,10.4752360356559,817.930464650425,50.8333,4.469936
Belgium,2020-09-17 00:00:00,95948,18810,9935,67203,10.35456706,827.8790255,50.8333,4.469936
Belgium,2020-09-18 00:00:00,97976,18854,9936,69186,10.14125908,845.3774482,50.8333,4.469936
Belgium,2020-09-19 00:00:00,99649,18908,9937,70804,9.972001726,859.8127841,50.8333,4.469936
Belgium,2020-09-20 00:00:00,100748,18945,9944,71859,9.87017112,869.2954107,50.8333,4.469936
Belgium,2020-09-21 00:00:00,102295,18965,9948,73382,9.724815485,882.6435664,50.8333,4.469936
Belgium,2020-09-22 00:00:00,103392,18977,9950,74465,9.623568555,892.1089361,50.8333,4.469936
Belgium,2020-09-23 00:00:00,105226,19039,9955,76232,9.460589588,907.9334466,50.8333,4.469936
Belgium,2020-09-24 00:00:00,106887,19079,9959,77849,9.317316418,922.2652416,50.8333,4.469936
Belgium,2020-09-25 00:00:00,108768,19123,9965,79680,9.161701971,938.4952875,50.8333,4.469936
Belgium,2020-09-26 00:00:00,110976,19184,9969,81823,8.983023356,957.5468247,50.8333,4.469936
Belgium,2020-09-27 00:00:00,112803,19246,9974,83583,8.841963423,973.3109363,50.8333,4.469936
Belgium,2020-09-28 00:00:00,114179,19275,9980,84924,8.740661593,985.1836333,50.8333,4.469936
Belgium,2020-09-29 00:00:00,115353,19301,9987,86065,8.65777222959091,995.313390883702,50.8333,4.469936
Belgium,2020-09-30 00:00:00,117115,19386,10001,87728,8.53946975195321,1010.51665559929,50.8333,4.469936
Belgium,2020-10-01 00:00:00,118452,19454,10016,88982,8.45574578732313,1022.05284454636,50.8333,4.469936
