Country,Date,Sum_Confirmed,sum_Recovered,sum_Deaths,sum_Active,Median_CaseFatalityRatio,Median_IncidenceRate,Lat,Lon
France,2020-11-17 00:00:00,2043469,146396,45124,1849775,0.643618977565281,1694.30145632324,46,2
France,2020-11-18 00:00:00,2089071,148669,46350,1892041,0.642201834862385,1694.30145632324,46,2
France,2020-11-19 00:00:00,2117968,150966,46781,1917979,0.640439158279963,1784.83664864585,46,2
France,2020-11-20 00:00:00,2138704,153145,47198,1936750,0.639269406392694,1784.83664864585,46,2
France,2020-11-21 00:00:00,2161968,155829,48339,1956703,0.637116592336398,1784.83664864585,46,2
France,2020-11-22 00:00:00,2179638,156755,48591,1972675,0.635554748501907,1784.83664864585,46,2
France,2020-11-23 00:00:00,2192768,157259,48805,1985114,0.635554748501907,1784.83664864585,46,2
France,2020-11-24 00:00:00,2197830,158170,49311,1988458,0.633943126245245,1784.83664864585,46,2
France,2020-11-25 00:00:00,2207751,160257,50322,1994750,0.631825977073743,1784.83664864585,46,2
France,2020-11-26 00:00:00,2224505,162130,50710,2009044,0.629722921914358,1784.83664864585,46,2
France,2020-11-27 00:00:00,2237506,163814,51041,2020682,0.628479080624888,1784.83664864585,46,2
France,2020-11-28 00:00:00,2250280,165493,52000,2030717,0.627352572145546,1784.83664864585,46,2
France,2020-11-29 00:00:00,2262757,166715,52212,2041862,0.626174076393237,1784.83664864585,46,2
France,2020-11-30 00:00:00,2272520,167005,52410,2051158,0.626174076393237,1784.83664864585,46,2
France,2020-12-01 00:00:00,2276874,167913,52819,2054170,0.680272108843537,1854.6780827233,46,2
France,2020-12-02 00:00:00,2285238,169663,53596,2059914,0.680272108843537,1854.6780827233,46,2
France,2020-12-03 00:00:00,2299466,171197,53907,2072290,0.680272108843537,1854.6780827233,46,2
France,2020-12-04 00:00:00,2312253,172574,54231,2083466,0.680272108843537,1854.6780827233,46,2
France,2020-12-05 00:00:00,2323764,173986,54861,2092858,0.680272108843537,1854.6780827233,46,2
France,2020-12-06 00:00:00,2336646,174992,55073,2104561,0.680272108843537,1854.6780827233,46,2
France,2020-12-07 00:00:00,2347595,175220,55247,2115181,0.680272108843537,1854.6780827233,46,2
France,2020-12-08 00:00:00,2351006,175919,55613,2117527,0.680272108843537,1854.6780827233,46,2
France,2020-12-09 00:00:00,2365043,177558,56451,2129087,0.617283950617284,1899.10304860839,46,2
France,2020-12-10 00:00:00,2379718,178937,56748,2142083,0.617283950617284,2015.66640885882,46,2
France,2020-12-11 00:00:00,2393590,180348,57044,2154251,0.617283950617284,2015.66640885882,46,2
France,2020-12-12 00:00:00,2407079,181581,57672,2165880,0.617283950617284,2034.72708411989,46,2
France,2020-12-13 00:00:00,2421026,181581,57865,2165880,0.617283950617284,2034.72708411989,46,2
France,2020-12-14 00:00:00,2432559,182685,58015,2189912,0.617283950617284,2034.72708411989,46,2
France,2020-12-15 00:00:00,2435751,183340,58391,2192073,0.617283950617284,2034.72708411989,46,2
France,2020-12-16 00:00:00,2447406,184780,59182,2203444,0.617283950617284,2058.55292819624,46,2
France,2020-12-17 00:00:00,2465126,186004,59472,2219650,0.617283950617284,2058.55292819624,46,2
France,2020-12-18 00:00:00,2483524,187199,59733,2236592,0.626628613971957,2058.55292819624,46,2
France,2020-12-19 00:00:00,2499529,188488,60345,2250559,0.636509702138178,2058.55292819624,46,2
France,2020-12-20 00:00:00,2516957,189403,60534,2267020,0.636509702138178,2092.27566135045,46,2
France,2020-12-21 00:00:00,2529756,189638,60665,2279453,0.636509702138178,2092.27566135045,46,2
France,2020-12-22 00:00:00,2535716,190296,61019,2284401,0.64851636586112,2092.27566135045,46,2
France,2020-12-23 00:00:00,2547577,191892,61821,2293864,0.64594759293114,2092.27566135045,46,2
France,2020-12-24 00:00:00,2562615,193192,62098,2307325,0.649823879509292,2113.90219674282,46,2
France,2020-12-25 00:00:00,2584333,194559,62389,2327385,0.652567975830816,2113.90219674282,46,2
France,2020-12-26 00:00:00,2604595,195365,62548,2346682,0.652567975830816,2113.90219674282,46,2
France,2020-12-27 00:00:00,2607688,195638,62694,2349356,0.652567975830816,2113.90219674282,46,2
France,2020-12-28 00:00:00,2616510,195861,62867,2357782,0.652567975830816,2113.90219674282,46,2
France,2020-12-29 00:00:00,2619616,196642,63235,2359739,0.67680881648299,2113.90219674282,46,2
France,2020-12-30 00:00:00,2631110,197726,64204,2369180,0.67281929145579,2154.31600466852,46,2
France,2020-12-31 00:00:00,2657624,198966,64508,2394150,0.67651771408225,2154.31600466852,46,2
France,2021-01-01 00:00:00,2677666,200142,64759,2412765,0.673520028358738,2154.31600466852,46,2
France,2021-02-19 00:00:00,3596156,253337,83542,3259277,0.536560454369038,3117.65962960372,46,2
France,2021-02-20 00:00:00,3620283,253337,84114,3259287,0.550138403016111,3117.65962960372,46,2
France,2021-02-21 00:00:00,3642654,253337,84271,3259287,0.550455581849979,3117.65962960372,46,2
France,2021-02-22 00:00:00,3664700,253337,84430,3259287,0.542360597624524,3117.65962960372,46,2
France,2021-02-23 00:00:00,3669354,256748,84764,3327842,0.542360597624524,3117.65962960372,46,2
France,2021-02-24 00:00:00,3689534,258863,85195,3345476,0.541611517730126,3197.81639483891,46,2
France,2021-02-25 00:00:00,3721061,260230,85473,3375358,0.545580421435766,3197.81639483891,46,2
France,2021-02-26 00:00:00,3746475,261648,85734,3399093,0.545580421435766,3197.81639483891,46,2
France,2021-02-27 00:00:00,3771691,261649,86273,3399101,0.553547033087933,3197.81639483891,46,2
France,2021-02-28 00:00:00,3795687,261649,86458,3399101,0.558081510788274,3242.55219122356,46,2
France,2021-03-01 00:00:00,3815639,261649,86580,3399101,0.558081510788274,3242.55219122356,46,2
France,2021-03-02 00:00:00,3820369,265165,86955,3468249,0.568108347867926,3242.55219122356,46,2
France,2021-03-03 00:00:00,3843241,266674,87373,3489194,0.568108347867926,3242.55219122356,46,2
France,2021-03-04 00:00:00,3870144,268073,87695,3514376,0.568108347867926,3277.47290826228,46,2
France,2021-03-05 00:00:00,3895430,269474,87988,3537968,0.568108347867926,3277.47290826228,46,2
France,2021-03-06 00:00:00,3918937,270703,88427,3559807,0.589139329190191,3277.47290826228,46,2
France,2021-03-07 00:00:00,3942243,271693,88597,3581953,0.601860416916526,3338.70346755971,46,2
France,2021-03-08 00:00:00,3964078,272079,88727,3603278,0.601860416916526,3338.70346755971,46,2
France,2021-03-09 00:00:00,3969612,272887,89090,3607463,0.601860416916526,3338.70346755971,46,2
France,2021-03-10 00:00:00,3992755,274331,89455,3628969,0.601860416916526,3338.70346755971,46,2
France,2021-03-11 00:00:00,4022429,275811,89707,3657593,0.601860416916526,3338.70346755971,46,2
France,2021-03-12 00:00:00,4050558,277225,89984,3683158,0.601860416916526,3338.70346755971,46,2
France,NaT,341826,68663,30487,290742,NaN,NaN,46,2
Spain,2020-03-23 00:00:00,35136,3355,2311,29470,NaN,NaN,37.5443,-4.7278
Spain,2020-03-24 00:00:00,39885,3794,2808,33283,NaN,NaN,37.5443,-4.7278
Spain,2020-03-25 00:00:00,49515,5367,3647,40501,NaN,NaN,37.5443,-4.7278
Spain,2020-03-26 00:00:00,57786,7015,4365,46406,NaN,NaN,37.5443,-4.7278
Spain,2020-03-27 00:00:00,65719,9357,5138,51224,NaN,NaN,37.5443,-4.7278
Spain,2020-03-31 00:00:00,95923,19259,8464,68200,NaN,NaN,37.5443,-4.7278
Spain,2020-04-01 00:00:00,104118,22647,9387,72084,NaN,NaN,37.5443,-4.7278
Spain,2020-04-03 00:00:00,119199,30513,11198,77488,NaN,NaN,37.5443,-4.7278
Spain,2020-04-05 00:00:00,131646,38080,12641,80925,NaN,NaN,37.5443,-4.7278
Spain,2020-04-07 00:00:00,141942,43208,14045,84689,NaN,NaN,37.5443,-4.7278
Spain,2020-04-08 00:00:00,148220,48021,14792,85407,NaN,NaN,37.5443,-4.7278
Spain,2020-04-09 00:00:00,153222,52165,15447,85610,NaN,NaN,37.5443,-4.7278
Spain,2020-04-10 00:00:00,158273,55668,16081,86524,NaN,NaN,37.5443,-4.7278
Spain,2020-04-11 00:00:00,163027,59109,16606,87312,NaN,NaN,37.5443,-4.7278
Spain,2020-04-12 00:00:00,166831,62391,17209,87231,NaN,NaN,37.5443,-4.7278
Spain,2020-04-13 00:00:00,170099,64727,17756,87616,NaN,NaN,37.5443,-4.7278
Spain,2020-04-14 00:00:00,172541,67504,18056,86981,NaN,NaN,37.5443,-4.7278
Spain,2020-04-15 00:00:00,177644,70853,18708,88083,NaN,NaN,37.5443,-4.7278
Spain,2020-04-16 00:00:00,184948,74797,19315,90836,NaN,NaN,37.5443,-4.7278
Spain,2020-04-17 00:00:00,190839,74797,20002,96040,NaN,NaN,37.5443,-4.7278
Spain,2020-04-18 00:00:00,191726,74797,20043,96886,NaN,NaN,37.5443,-4.7278
Spain,2020-04-19 00:00:00,198674,77357,20453,100864,NaN,NaN,37.5443,-4.7278
Spain,2020-04-20 00:00:00,200210,80587,20852,98771,NaN,NaN,37.5443,-4.7278
Spain,2020-04-21 00:00:00,204178,82514,21282,100382,NaN,NaN,37.5443,-4.7278
Spain,2020-04-22 00:00:00,208389,85915,21717,100757,NaN,NaN,37.5443,-4.7278
Spain,2020-04-24 00:00:00,213024,89250,22157,101617,NaN,NaN,37.5443,-4.7278
Spain,2020-04-25 00:00:00,219764,92355,22524,104885,NaN,NaN,37.5443,-4.7278
Spain,2020-04-26 00:00:00,223759,95708,22902,105149,NaN,NaN,37.5443,-4.7278
Spain,2020-04-27 00:00:00,226629,117727,23190,85712,NaN,NaN,37.5443,-4.7278
Spain,2020-04-28 00:00:00,229422,120832,23521,85069,NaN,NaN,37.5443,-4.7278
Spain,2020-04-29 00:00:00,232128,123903,23822,84403,NaN,NaN,37.5443,-4.7278
Spain,2020-04-30 00:00:00,236899,132929,24275,79695,NaN,NaN,37.5443,-4.7278
Spain,2020-05-01 00:00:00,213435,112050,24543,76842,NaN,NaN,37.5443,-4.7278
Spain,2020-05-02 00:00:00,213435,112050,24543,76842,NaN,NaN,37.5443,-4.7278
Spain,2020-05-03 00:00:00,216582,117248,25100,74234,NaN,NaN,37.5443,-4.7278
Spain,2020-05-04 00:00:00,217466,118902,25264,73300,NaN,NaN,37.5443,-4.7278
Spain,2020-05-05 00:00:00,218011,121343,25428,71240,NaN,NaN,37.5443,-4.7278
Spain,2020-05-06 00:00:00,219329,123486,25613,70230,NaN,NaN,37.5443,-4.7278
Spain,2020-05-07 00:00:00,220325,126002,25857,68466,NaN,NaN,37.5443,-4.7278
Spain,2020-05-08 00:00:00,221447,128511,26070,66866,NaN,NaN,37.5443,-4.7278
Spain,2020-05-09 00:00:00,222857,131148,26299,65410,NaN,NaN,37.5443,-4.7278
Spain,2020-05-10 00:00:00,223578,133952,26478,63148,NaN,NaN,37.5443,-4.7278
Spain,2020-05-11 00:00:00,224350,136166,26621,61563,NaN,NaN,37.5443,-4.7278
Spain,2020-05-12 00:00:00,227436,137139,26744,63553,NaN,NaN,37.5443,-4.7278
Spain,2020-05-13 00:00:00,228030,138980,26920,62130,NaN,NaN,37.5443,-4.7278
Spain,2020-05-14 00:00:00,228691,140823,27104,60764,NaN,NaN,37.5443,-4.7278
Spain,2020-05-15 00:00:00,229540,143374,27321,58845,NaN,NaN,37.5443,-4.7278
Spain,2020-05-16 00:00:00,230183,144783,27459,57941,NaN,NaN,37.5443,-4.7278
Spain,2020-05-17 00:00:00,230698,146446,27563,56689,NaN,NaN,37.5443,-4.7278
Spain,2020-05-18 00:00:00,230698,146446,27563,56689,NaN,NaN,37.5443,-4.7278
Spain,2020-05-19 00:00:00,231606,150376,27709,53521,NaN,NaN,37.5443,-4.7278
Spain,2020-05-20 00:00:00,232037,150376,27778,53883,NaN,NaN,37.5443,-4.7278
Spain,2020-05-21 00:00:00,232555,150376,27888,54291,NaN,NaN,37.5443,-4.7278
Spain,2020-05-22 00:00:00,233037,150376,27940,54721,NaN,NaN,37.5443,-4.7278
Spain,2020-05-23 00:00:00,234824,150376,28628,55820,NaN,NaN,37.5443,-4.7278
Spain,2020-05-24 00:00:00,235290,150376,28678,56236,NaN,NaN,37.5443,-4.7278
Spain,2020-05-25 00:00:00,235772,150376,28752,56644,NaN,NaN,37.5443,-4.7278
Spain,2020-05-26 00:00:00,235400,150376,26834,58190,NaN,NaN,37.5443,-4.7278
Spain,2020-05-27 00:00:00,236259,150376,27117,58766,NaN,NaN,37.5443,-4.7278
Spain,2020-05-28 00:00:00,236259,150376,27117,58766,NaN,NaN,37.5443,-4.7278
Spain,2020-05-29 00:00:00,237906,150376,27119,60411,NaN,NaN,37.5443,-4.7278
Spain,2020-05-30 00:00:00,238564,150376,27121,61067,9.81681540629403,337.61152345117,37.5443,-4.7278
Spain,2020-05-31 00:00:00,239228,150376,27125,61727,9.78006551240056,337.722616417096,37.5443,-4.7278
Spain,2020-06-01 00:00:00,239479,150376,27127,61976,9.76179355441383,337.685585428454,37.5443,-4.7278
Spain,2020-06-02 00:00:00,239638,150376,27127,62135,9.75723622782446,338.055895314876,37.5443,-4.7278
Spain,2020-06-03 00:00:00,239932,150376,27127,62429,9.72093023255814,338.092926303519,37.5443,-4.7278
Spain,2020-06-04 00:00:00,240326,150376,27128,62822,9.68938340287436,338.166988280803,37.5443,-4.7278
Spain,2020-06-05 00:00:00,240660,150376,27133,63151,9.65804066543438,338.241050258087,37.5443,-4.7278
Spain,2020-06-06 00:00:00,240978,150376,27134,63468,9.90521327014218,338.685422121794,37.5443,-4.7278
Spain,2020-06-07 00:00:00,241310,150376,27135,63799,9.86779981114259,338.61136014451,37.5443,-4.7278
Spain,2020-06-08 00:00:00,241550,150376,27136,64038,9.83529411764706,338.648391133152,37.5443,-4.7278
Spain,2020-06-09 00:00:00,241717,150376,27136,64205,9.79840600093765,338.500267178583,37.5443,-4.7278
Spain,2020-06-10 00:00:00,241966,150376,27136,64454,9.78922716627635,338.759484099079,37.5443,-4.7278
Spain,2020-06-11 00:00:00,242280,150376,27136,64768,9.78006551240056,338.94463904229,37.5443,-4.7278
Spain,2020-06-12 00:00:00,242707,150376,27136,65195,9.75723622782446,338.981670030932,37.5443,-4.7278
Spain,2020-06-13 00:00:00,243209,150376,27136,65697,9.73904939422181,339.092762996859,37.5443,-4.7278
Spain,2020-06-14 00:00:00,243605,150376,27136,66093,9.71189591078067,339.129793985501,37.5443,-4.7278
Spain,2020-06-15 00:00:00,243928,150376,27136,66416,9.70287836583101,339.166824974143,37.5443,-4.7278
Spain,2020-06-16 00:00:00,244109,150376,27136,66597,9.68938340287436,339.203855962785,37.5443,-4.7278
Spain,2020-06-17 00:00:00,244328,150376,27136,66816,9.66250577901063,339.240886951428,37.5443,-4.7278
Spain,2020-06-18 00:00:00,244683,150376,27136,67171,9.65357967667437,339.351979917354,37.5443,-4.7278
Spain,2020-06-19 00:00:00,245268,150376,27136,67756,9.64467005076142,339.351979917354,37.5443,-4.7278
Spain,2020-06-20 00:00:00,245575,150376,28315,66884,10.3273397879207,339.537134860565,37.5443,-4.7278
Spain,2020-06-21 00:00:00,245938,150376,28322,67240,10.3035878564857,339.463072883281,37.5443,-4.7278
Spain,2020-06-22 00:00:00,246272,150376,28323,67573,10.2799449288665,339.722289803777,37.5443,-4.7278
Spain,2020-06-23 00:00:00,246504,150376,28324,67804,10.2423411065386,339.722289803777,37.5443,-4.7278
Spain,2020-06-24 00:00:00,246752,150376,28325,68051,10.2376599634369,339.759320792419,37.5443,-4.7278
Spain,2020-06-25 00:00:00,247086,150376,28327,68383,10.2329830973047,339.870413758345,37.5443,-4.7278
Spain,2020-06-26 00:00:00,247486,150376,28330,68780,10.223642172524,340.166661667483,37.5443,-4.7278
Spain,2020-06-27 00:00:00,247905,150376,28338,69191,10.2096627164995,340.425878587979,37.5443,-4.7278
Spain,2020-06-28 00:00:00,248469,150376,28341,69752,10.1771921853703,340.648064519832,37.5443,-4.7278
Spain,2020-06-29 00:00:00,248770,150376,28343,70051,10.1587301587302,340.759157485759,37.5443,-4.7278
Spain,2020-06-30 00:00:00,248970,150376,28346,70248,9.909572165,340.907281440328,37.5443,-4.7278
Spain,2020-07-01 00:00:00,249271,150376,28355,70540,10.1403349932096,341.240560338108,37.5443,-4.7278
Spain,2020-07-02 00:00:00,249659,150376,28364,70919,10.1083032490975,341.499777258603,37.5443,-4.7278
Spain,2020-07-03 00:00:00,250103,150376,28368,71359,10.0900900900901,342.129304065521,37.5443,-4.7278
Spain,2020-07-04 00:00:00,250545,150376,28385,71785,10.0538599640934,342.573675929228,37.5443,-4.7278
Spain,2020-07-05 00:00:00,250545,150376,28385,71785,10.0538599640934,342.573675929228,37.5443,-4.7278
Spain,2020-07-06 00:00:00,250545,150376,28385,71785,10.0538599640934,342.573675929228,37.5443,-4.7278
Spain,2020-07-07 00:00:00,251789,150376,28388,73026,10.0089365504915,345.499124031964,37.5443,-4.7278
Spain,2020-07-08 00:00:00,252130,150376,28392,73363,10.0044662795891,345.721309963817,37.5443,-4.7278
Spain,2020-07-09 00:00:00,252513,150376,28396,73742,10,347.017394566295,37.5443,-4.7278
Spain,2020-07-10 00:00:00,253056,150376,28401,74280,9.97328584149599,348.202386202846,37.5443,-4.7278
Spain,2020-07-11 00:00:00,253908,150376,28403,75130,9.95998221431747,349.239253884828,37.5443,-4.7278
Spain,2020-07-12 00:00:00,253908,150376,28403,75130,9.95998221431747,349.239253884828,37.5443,-4.7278
Spain,2020-07-13 00:00:00,253908,150376,28403,75130,9.95998221431747,349.239253884828,37.5443,-4.7278
Spain,2020-07-14 00:00:00,255953,150376,28406,77172,9.86784140969163,350.0909666236,37.5443,-4.7278
Spain,2020-07-15 00:00:00,256619,150376,28409,77835,9.86349625715544,350.350183544095,37.5443,-4.7278
Spain,2020-07-16 00:00:00,257494,150376,28413,78705,9.86349625715544,350.720493430517,37.5443,-4.7278
Spain,2020-07-17 00:00:00,258855,150376,28416,80063,9.8375054896794,351.016741339655,37.5443,-4.7278
Spain,2020-07-18 00:00:00,260255,150376,28420,81459,9.78165938864629,351.572206169289,37.5443,-4.7278
Spain,2020-07-19 00:00:00,260255,150376,28420,81459,9.78165938864629,351.572206169289,37.5443,-4.7278
Spain,2020-07-20 00:00:00,260255,150376,28420,81459,9.78165938864629,351.572206169289,37.5443,-4.7278
Spain,2020-07-21 00:00:00,264836,150376,28422,86038,9.67184801381693,352.164701987564,37.5443,-4.7278
Spain,2020-07-22 00:00:00,266194,150376,28424,87394,9.65101249461439,352.535011873986,37.5443,-4.7278
Spain,2020-07-23 00:00:00,267551,150376,28426,88749,9.63026655202064,352.535011873986,37.5443,-4.7278
Spain,2020-07-24 00:00:00,270166,150376,28429,91361,9.60960960960961,353.794065487822,37.5443,-4.7278
Spain,2020-07-25 00:00:00,272421,150376,28432,93613,9.36348751534998,354.904995147089,37.5443,-4.7278
Spain,2020-07-26 00:00:00,272421,150376,28432,93613,9.36348751534998,354.904995147089,37.5443,-4.7278
Spain,2020-07-27 00:00:00,272421,150376,28432,93613,9.36348751534998,354.904995147089,37.5443,-4.7278
Spain,2020-07-28 00:00:00,278782,150376,28434,99972,9.36348751534998,354.904995147089,37.5443,-4.7278
Spain,2020-07-29 00:00:00,280610,150376,28436,101798,8.86800163465468,357.237947431549,37.5443,-4.7278
Spain,2020-07-30 00:00:00,282641,150376,28441,103824,8.86437908496732,357.75638127254,37.5443,-4.7278
Spain,2020-07-31 00:00:00,285430,150376,28443,106612,8.83910386965377,358.571063022669,37.5443,-4.7278
Spain,2020-08-01 00:00:00,288522,150376,28445,109702,8.78898339408667,359.830116636505,37.5443,-4.7278
Spain,2020-08-02 00:00:00,288522,150376,28445,109702,8.78898339408667,359.830116636505,37.5443,-4.7278
Spain,2020-08-03 00:00:00,288522,150376,28445,109702,8.78898339408667,359.830116636505,37.5443,-4.7278
Spain,2020-08-04 00:00:00,297054,150376,28472,118207,8.57580398162328,363.199936602947,37.5443,-4.7278
Spain,2020-08-05 00:00:00,302814,150376,28498,123941,8.45344760420725,364.57008318271,37.5443,-4.7278
Spain,2020-08-06 00:00:00,305767,150376,28499,126893,8.33333333333333,365.606950864692,37.5443,-4.7278
Spain,2020-08-07 00:00:00,309855,150376,28500,130980,8.27296988181472,367.56959326273,37.5443,-4.7278
Spain,2020-08-08 00:00:00,314362,150376,28503,135484,8.17941952506596,370.717227297319,37.5443,-4.7278
Spain,2020-08-09 00:00:00,314362,150376,28503,135484,8.17941952506596,370.717227297319,37.5443,-4.7278
Spain,2020-08-10 00:00:00,314362,150376,28503,135484,8.17941952506596,370.717227297319,37.5443,-4.7278
Spain,2020-08-11 00:00:00,322980,150376,28576,144028,7.90240349599417,379.3824786396,37.5443,-4.7278
Spain,2020-08-12 00:00:00,326612,150376,28581,147655,7.93765857194636,380.826687196647,37.5443,-4.7278
Spain,2020-08-13 00:00:00,329784,150376,28579,150829,7.79036827195467,388.084760970523,37.5443,-4.7278
Spain,2020-08-14 00:00:00,337334,150376,28605,158353,7.66817706517951,392.713634550801,37.5443,-4.7278
Spain,2020-08-15 00:00:00,342813,150376,28617,163820,7.50853242320819,397.749849006144,37.5443,-4.7278
Spain,2020-08-16 00:00:00,342813,150376,28617,163820,7.50853242320819,397.749849006144,37.5443,-4.7278
Spain,2020-08-17 00:00:00,342813,150376,28617,163820,7.50853242320819,397.749849006144,37.5443,-4.7278
Spain,2020-08-18 00:00:00,359082,150376,28646,180060,7.05354280218019,413.673174122301,37.5443,-4.7278
Spain,2020-08-19 00:00:00,364196,150376,28670,185150,6.955731906,418.8575125,37.5443,-4.7278
Spain,2020-08-20 00:00:00,370867,150376,28797,191694,6.76957411195834,423.671541055702,37.5443,-4.7278
Spain,2020-08-21 00:00:00,377906,150376,28813,198717,6.58614918351653,430.96664581822,37.5443,-4.7278
Spain,2020-08-22 00:00:00,386054,150376,28838,206840,6.39649507119387,449.580044099577,37.5443,-4.7278
Spain,2020-08-23 00:00:00,386054,150376,28838,206840,6.39649507119387,449.580044099577,37.5443,-4.7278
Spain,2020-08-24 00:00:00,386054,150376,28838,206840,6.39649507119387,449.580044099577,37.5443,-4.7278
Spain,2020-08-25 00:00:00,405436,150376,28872,226188,5.98137133879475,479.204187776674,37.5443,-4.7278
Spain,2020-08-26 00:00:00,412553,150376,28924,233253,5.92024880595357,555.705172442814,37.5443,-4.7278
Spain,2020-08-27 00:00:00,419849,150376,28971,240502,5.84237641126822,583.982764134588,37.5443,-4.7278
Spain,2020-08-28 00:00:00,429507,150376,28996,250135,5.79158969901119,628.250660652068,37.5443,-4.7278
Spain,2020-08-29 00:00:00,439286,150376,29011,259899,5.58875956799832,643.651848984195,37.5443,-4.7278
Spain,2020-08-30 00:00:00,439286,150376,29011,259899,5.58875956799832,643.651848984195,37.5443,-4.7278
Spain,2020-08-31 00:00:00,439286,150376,29011,259899,5.58875956799832,643.651848984195,37.5443,-4.7278
Spain,2020-09-01 00:00:00,462858,150376,29094,283388,5.30524476699257,687.078150510848,37.5443,-4.7278
Spain,2020-09-02 00:00:00,470973,150376,29152,291445,5.22951579784063,701.637743852149,37.5443,-4.7278
Spain,2020-09-03 00:00:00,479554,150376,29194,299984,5.13846854762602,729.073740553096,37.5443,-4.7278
Spain,2020-09-04 00:00:00,488513,150376,29234,308903,5.07004552298603,754.153271279729,37.5443,-4.7278
Spain,2020-09-05 00:00:00,498989,150376,29418,319195,4.93657439230144,773.509956068741,37.5443,-4.7278
Spain,2020-09-06 00:00:00,498989,150376,29418,319195,4.93657439230144,773.509956068741,37.5443,-4.7278
Spain,2020-09-07 00:00:00,498989,150376,29418,319195,4.93657439230144,773.509956068741,37.5443,-4.7278
Spain,2020-09-08 00:00:00,525549,150376,29516,345657,4.67607801355471,799.599400784366,37.5443,-4.7278
Spain,2020-09-09 00:00:00,534513,150376,29594,354543,4.62911485003658,825.520526501826,37.5443,-4.7278
Spain,2020-09-10 00:00:00,543379,150376,29628,363375,4.55354068633077,852.956523202774,37.5443,-4.7278
Spain,2020-09-11 00:00:00,554143,150376,29699,374068,4.48140513370796,876.268704448671,37.5443,-4.7278
Spain,2020-09-12 00:00:00,566326,150376,29747,386203,4.39673084914808,902.947265657875,37.5443,-4.7278
Spain,2020-09-13 00:00:00,566326,150376,29747,386203,4.39673084914808,902.947265657875,37.5443,-4.7278
Spain,2020-09-14 00:00:00,566326,150376,29747,386203,4.396730849,902.9472657,37.5443,-4.7278
Spain,2020-09-15 00:00:00,593730,150376,29848,413506,4.17429792429792,925.922808907441,37.5443,-4.7278
Spain,2020-09-16 00:00:00,603167,150376,30004,422787,4.0874170209592,949.150830654256,37.5443,-4.7278
Spain,2020-09-17 00:00:00,614360,150376,30243,433741,4.004668466,963.7945835,37.5443,-4.7278
Spain,2020-09-18 00:00:00,625651,150376,30405,444870,4.089452855,987.7800407,37.5443,-4.7278
Spain,2020-09-19 00:00:00,640040,150376,30495,459169,4.035207339,1014.879399,37.5443,-4.7278
Spain,2020-09-20 00:00:00,640040,150376,30495,459169,4.035207339,1014.879399,37.5443,-4.7278
Spain,2020-09-21 00:00:00,640040,150376,30495,459169,4.035207339,1014.879399,37.5443,-4.7278
Spain,2020-09-22 00:00:00,671468,150376,30663,490429,3.993777485,1063.43943,37.5443,-4.7278
Spain,2020-09-23 00:00:00,682267,150376,30904,500987,3.956493391,1081.365404,37.5443,-4.7278
Spain,2020-09-24 00:00:00,693556,150376,31034,512146,3.999411851,1093.147734,37.5443,-4.7278
Spain,2020-09-25 00:00:00,704209,150376,31118,522715,3.968022408,1115.508015,37.5443,-4.7278
Spain,2020-09-26 00:00:00,716481,150376,31232,534873,3.916825068,1129.218882,37.5443,-4.7278
Spain,2020-09-27 00:00:00,716481,150376,31232,534873,3.916825068,1129.218882,37.5443,-4.7278
Spain,2020-09-28 00:00:00,716481,150376,31232,534873,3.916825068,1129.218882,37.5443,-4.7278
Spain,2020-09-29 00:00:00,748266,150376,31411,566479,3.79369020056347,1151.91329359519,37.5443,-4.7278
Spain,2020-09-30 00:00:00,748266,150376,31411,566479,3.79369020056347,1151.91329359519,37.5443,-4.7278
Spain,2020-10-01 00:00:00,769188,150376,31791,587021,3.73534016314647,1179.61010284689,37.5443,-4.7278
Spain,2020-10-02 00:00:00,778607,150376,31973,596258,3.84426765475153,1222.11857502155,37.5443,-4.7278
Spain,2020-10-03 00:00:00,789932,150376,32086,607470,3.80620970569987,1262.26546540873,37.5443,-4.7278
Spain,2020-10-04 00:00:00,789932,150376,32086,607470,3.80620970569987,1262.26546540873,37.5443,-4.7278
Spain,2020-10-05 00:00:00,789932,150376,32086,607470,3.80620970569987,1262.26546540873,37.5443,-4.7278
Spain,2020-10-06 00:00:00,813412,150376,32225,630811,3.76317810514557,1334.29370992691,37.5443,-4.7278
Spain,2020-10-07 00:00:00,825410,150376,32486,642548,3.72606639423298,1372.07901852661,37.5443,-4.7278
Spain,2020-10-08 00:00:00,835901,150376,32562,652963,3.7045788699853,1395.69483640142,37.5443,-4.7278
Spain,2020-10-09 00:00:00,848324,150376,32688,665260,3.6636309384811,1452.37279930097,37.5443,-4.7278
Spain,2020-10-10 00:00:00,861112,150376,32929,677807,3.63555948695268,1503.14680773182,37.5443,-4.7278
Spain,2020-10-11 00:00:00,861112,150376,32929,677807,3.63555948695268,1503.14680773182,37.5443,-4.7278
Spain,2020-10-12 00:00:00,861112,150376,32929,677807,3.63555948695268,1503.14680773182,37.5443,-4.7278
Spain,2020-10-13 00:00:00,888968,150376,33124,705468,3.59068386702464,1608.29435161055,37.5443,-4.7278
Spain,2020-10-14 00:00:00,896086,150376,33204,712506,3.57414118617218,1617.03288984131,37.5443,-4.7278
Spain,2020-10-15 00:00:00,908056,150376,33413,724267,3.55023269715213,1659.11231239871,37.5443,-4.7278
